stratum,repo,prA,prB,agentA,agentB,label,n_files,files,types
cross,kodustech/kodus-ai,73,75,OpenAI_Codex,Cursor,CLEAN,0,,
cross,google-gemini/gemini-cli,3417,4286,Claude_Code,Cursor,CONFLICT,37,docs/cli/configuration.md|package-lock.json|package.json|packages/cli/package.json|packages/cli/src/config/config.ts|packages/cli/src/config/extension.test.ts|packages/cli/src/gemini.tsx|packages/cli/src/ui/App.test.tsx|packages/cli/src/ui/App.tsx|packages/cli/src/ui/components/Footer.tsx|packages/cli/src/ui/components/InputPrompt.test.tsx|packages/cli/src/ui/components/InputPrompt.tsx|packages/cli/src/ui/components/ThemeDialog.tsx|packages/cli/src/ui/components/shared/RadioButtonSelect.tsx|packages/cli/src/ui/hooks/slashCommandProcessor.test.ts|packages/cli/src/ui/hooks/slashCommandProcessor.ts|packages/cli/src/ui/hooks/useAuthCommand.ts|packages/core/package.json|packages/core/src/config/config.ts|packages/core/src/core/client.test.ts|packages/core/src/core/client.ts|packages/core/src/core/contentGenerator.ts|packages/core/src/core/prompts.test.ts|packages/core/src/core/prompts.ts|packages/core/src/index.ts|packages/core/src/telemetry/clearcut-logger/clearcut-logger.ts|packages/core/src/tools/glob.ts|packages/core/src/tools/grep.ts|packages/core/src/tools/ls.ts|packages/core/src/tools/mcp-client.ts|packages/core/src/tools/mcp-tool.ts|packages/core/src/tools/memoryTool.ts|packages/core/src/tools/read-file.ts|packages/core/src/tools/tool-registry.test.ts|packages/core/src/tools/tools.ts|packages/core/src/tools/web-search.ts|scripts/build_sandbox.js,content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content|content
cross,theopenco/llmgateway,208,354,Devin,OpenAI_Codex,CONFLICT,4,apps/ui/src/components/provider-keys/create-provider-key-dialog.tsx|apps/ui/src/components/provider-keys/provider-keys-list.tsx|apps/ui/src/components/provider-keys/provider-logo.ts|apps/ui/src/components/provider-keys/provider-select.tsx,content|content|add/add|add/add
cross,MCPJam/inspector,190,191,Cursor,Claude_Code,CONFLICT,5,package-lock.json|server/src/index.ts|server/src/shared/index.ts|server/src/shared/types.ts|server/src/shared/utils.ts,content|content|add/add|add/add|add/add
cross,acoyfellow/UserDO,16,18,OpenAI_Codex,Cursor,CONFLICT,1,README.md,content
cross,voideditor/void,724,844,OpenAI_Codex,Cursor,CLEAN,0,,
cross,WorkflowAI/WorkflowAI,371,449,OpenAI_Codex,Cursor,CONFLICT,1,AGENTS.md,add/add
cross,openai/openai-agents-js,111,119,OpenAI_Codex,Claude_Code,CONFLICT,1,packages/agents-extensions/src/metadata.ts,content
same,djacobs/PyAPNs,216,217,OpenAI_Codex,OpenAI_Codex,CONFLICT,1,apns.py,content
cross,pushpak1300/ai-chat,8,10,Cursor,OpenAI_Codex,CLEAN,0,,
cross,sst/opencode,371,1186,Claude_Code,OpenAI_Codex,CONFLICT,4,packages/opencode/src/cli/cmd/mcp.ts|packages/opencode/src/config/config.ts|packages/opencode/src/index.ts|packages/opencode/src/mcp/index.ts,add/add|content|content|content
cross,ryokun6/ryos,40,59,OpenAI_Codex,Cursor,CONFLICT,1,src/apps/ipod/components/IpodAppComponent.tsx,content
cross,azure-ai-foundry/foundry-samples,223,232,Copilot,OpenAI_Codex,CONFLICT,5,samples/microsoft/java/mslearn-resources/quickstart/TESTING.md|samples/microsoft/java/mslearn-resources/quickstart/src/main/java/com/azure/ai/foundry/samples/ChatCompletionSample.java|samples/microsoft/java/mslearn-resources/quickstart/src/main/java/com/azure/ai/foundry/samples/ChatCompletionStreamingSample.java|samples/microsoft/java/mslearn-resources/quickstart/testing.bat|samples/microsoft/java/mslearn-resources/quickstart/testing.sh,content|content|content|content|content
cross,aavetis/PRarena,20,36,Copilot,OpenAI_Codex,CONFLICT,1,docs/index.html,content
cross,amantus-ai/vibetunnel,134,165,Claude_Code,Devin,CONFLICT,1,ios/VibeTunnel/Views/Welcome/WelcomeView.swift,content
cross,sam-goodwin/alchemy,239,253,Devin,OpenAI_Codex,CONFLICT,2,alchemy/src/cloudflare/worker.ts|alchemy/src/cloudflare/workflow.ts,content|content
same,stefankoegl/python-json-patch,163,164,Copilot,Copilot,CLEAN,0,,
same,stefankoegl/python-json-pointer,65,66,Copilot,Copilot,CONFLICT,4,.github/workflows/test.yaml|doc/index.rst|setup.py|tests.py,content|content|content|content
same,Kaljurand/K6nele,119,120,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,opendocument-app/OpenDocument.droid,406,407,Copilot,Copilot,CLEAN,0,,
same,SirVer/ultisnips,1574,1575,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,propelorm/Propel2,2049,2050,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,middleman/middleman-blog,393,394,Copilot,Copilot,CONFLICT,1,.gitignore,content
same,mattiasw/ExifReader,526,527,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,traccar/traccar,5560,5568,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,JuliaLang/julia,58506,58542,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,GradleUp/shadow,1497,1500,Copilot,Copilot,CLEAN,0,,
same,liuyanghejerry/painttyWidget,79,80,Cursor,Cursor,UNAVAIL_fetch,0,,
same,cloudfoundry/cloud_controller_ng,4394,4442,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,nanvix/nanvix,706,707,Copilot,Copilot,CLEAN,0,,
same,pixijs/pixijs,11429,11430,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,nemtsov/json-mask,173,174,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,evandempsey/fp-growth,30,31,OpenAI_Codex,OpenAI_Codex,CONFLICT,1,.travis.yml,modify/delete
same,OpenSprinkler/OpenSprinkler-App,231,232,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,jdereg/json-io,385,386,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,OpenHFT/Java-Thread-Affinity,138,139,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,getsentry/sentry-javascript,16539,16553,Cursor,Cursor,CLEAN,0,,
same,EduMIPS64/edumips64,1360,1361,Copilot,Copilot,CLEAN,0,,
same,rsyslog/rsyslog,5656,5660,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,log4cplus/log4cplus,648,649,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,mnsami/composer-custom-directory-installer,36,37,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,jsforce/jsforce,1734,1735,Copilot,Copilot,CLEAN,0,,
same,FastLED/FastLED,1956,1957,Cursor,Cursor,CLEAN,0,,
same,effekseer/Effekseer,1043,1044,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,getsentry/sentry,93127,93150,Cursor,Cursor,CLEAN,0,,
same,mihneadb/node-directory-tree,131,132,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,cubicdaiya/nginx-build,203,204,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,xtermjs/xterm.js,5360,5361,Copilot,Copilot,CLEAN,0,,
same,voku/portable-utf8,225,226,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,dashpay/dash-wallet,1394,1395,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,licensee/licensee,852,853,Copilot,Copilot,CLEAN,0,,
same,wolfSSL/wolfssl-examples,489,490,Devin,Devin,CLEAN,0,,
same,dotnet/aspnetcore,62027,62034,Copilot,Copilot,CLEAN,0,,
same,numbagg/numbagg,384,385,Claude_Code,Claude_Code,CLEAN,0,,
same,apache/pinot,16078,16085,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,yiisoft-contrib/yiiframework.com,1178,1179,Copilot,Copilot,CLEAN,0,,
same,CitizensFoundation/your-priorities-app,173,174,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,microsoft/ApplicationInsights-Java,4252,4254,Copilot,Copilot,CLEAN,0,,
same,thrasher-corp/gocryptotrader,1956,1976,Copilot,Copilot,CLEAN,0,,
same,addok/addok,891,892,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,OrchardCMS/OrchardCore,18179,18184,Copilot,Copilot,CONFLICT,1,global.json,content
same,StockSharp/StockSharp,465,466,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,EasyCorp/EasyAdminBundle,6964,6965,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,OpenHFT/Chronicle-Threads,274,275,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,OpenHFT/Chronicle-Values,61,62,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,zeroc-ice/ice-demos,492,494,Copilot,Copilot,CLEAN,0,,
same,Azure/autorest,5115,5116,Copilot,Copilot,CLEAN,0,,
same,kern/filepizza,277,278,OpenAI_Codex,OpenAI_Codex,CONFLICT,2,package.json|pnpm-lock.yaml,content|content
same,dasch/avro_turf,224,225,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,microsoft/TypeScript,61854,61855,Copilot,Copilot,CLEAN,0,,
same,sakaiproject/sakai,13751,13754,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,nunit/nunit3-vs-adapter,1274,1275,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,microsoft/ApplicationInsights-JS,2532,2533,Copilot,Copilot,CLEAN,0,,
same,hmislk/hmis,12752,12753,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,root-gg/plik,532,533,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,ant-design/ant-design,54316,54317,Copilot,Copilot,CONFLICT,1,components/splitter/SplitBar.tsx,content
same,dotnet/Nerdbank.GitVersioning,1208,1209,Copilot,Copilot,CLEAN,0,,
same,dotnet/fsharp,18575,18576,Copilot,Copilot,CONFLICT,14,src/Compiler/Checking/Expressions/CheckExpressions.fs|src/Compiler/xlf/FSComp.txt.cs.xlf|src/Compiler/xlf/FSComp.txt.de.xlf|src/Compiler/xlf/FSComp.txt.es.xlf|src/Compiler/xlf/FSComp.txt.fr.xlf|src/Compiler/xlf/FSComp.txt.it.xlf|src/Compiler/xlf/FSComp.txt.ja.xlf|src/Compiler/xlf/FSComp.txt.ko.xlf|src/Compiler/xlf/FSComp.txt.pl.xlf|src/Compiler/xlf/FSComp.txt.pt-BR.xlf|src/Compiler/xlf/FSComp.txt.ru.xlf|src/Compiler/xlf/FSComp.txt.tr.xlf|src/Compiler/xlf/FSComp.txt.zh-Hans.xlf|src/Compiler/xlf/FSComp.txt.zh-Hant.xlf,content|content|content|content|content|content|content|content|content|content|content|content|content|content
same,microsoft/perfview,2202,2203,Copilot,Copilot,CLEAN,0,,
same,hackmdio/codimd,1923,1926,Copilot,Copilot,CONFLICT,1,package-lock.json,content
same,Azure/azure-sdk-for-java,45590,45595,Copilot,Copilot,CLEAN,0,,
same,graphistry/pygraphistry,706,707,Claude_Code,Claude_Code,CLEAN,0,,
same,getsentry/sentry-docs,13951,13959,Cursor,Cursor,CLEAN,0,,
same,evergreen-ci/evergreen,9033,9034,Devin,Devin,CLEAN,0,,
same,microsoft/Qcodes,7213,7222,Copilot,Copilot,CLEAN,0,,
same,movim/movim,1449,1450,Copilot,Copilot,CLEAN,0,,
same,coturn/coturn,1721,1722,Copilot,Copilot,CLEAN,0,,
same,gojiplus/tuber,143,144,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,microsoft/GSL,1206,1208,Copilot,Copilot,CLEAN,0,,
same,prebid/Prebid.js,13134,13135,OpenAI_Codex,OpenAI_Codex,CONFLICT,1,modules/concertBidAdapter.js,content
same,reneschulte/WriteableBitmapEx,94,95,Copilot,Copilot,CLEAN,0,,
same,camunda/camunda-modeler,5146,5148,Copilot,Copilot,CLEAN,0,,
same,dotnet/msbuild,11874,11887,Copilot,Copilot,CLEAN,0,,
same,microsoft/pict,132,133,Copilot,Copilot,CLEAN,0,,
same,microsoft/Windows-classic-samples,385,386,Copilot,Copilot,CLEAN,0,,
same,AMICI-dev/AMICI,2746,2749,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,unbug/codelf,141,142,Copilot,Copilot,CONFLICT,1,dist/css/app.css,modify/delete
same,binarywang/WxJava,3646,3647,Copilot,Copilot,CLEAN,0,,
same,transloadit/uppy,5800,5801,Cursor,Cursor,CLEAN,0,,
same,navidrome/navidrome,4099,4100,Copilot,Copilot,CLEAN,0,,
same,OHIF/Viewers,4958,4998,Devin,Devin,CLEAN,0,,
same,Azure/azure-container-networking,3671,3672,Copilot,Copilot,CONFLICT,1,cns/fsnotify/fsnotify_test.go,content
same,mariotoffia/FluentDocker,321,322,OpenAI_Codex,OpenAI_Codex,CONFLICT,3,Ductus.FluentDocker.Tests/Ductus.FluentDocker.Tests.csproj|Ductus.FluentDocker/Services/Impl/DockerComposeCompositeService.cs|appveyor.yml,content|content|modify/delete
same,sunbeam-labs/sunbeam,533,534,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,parse-community/parse-dashboard,2872,2873,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,wechaty/wechaty,2809,2810,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,Rello/audioplayer,616,617,OpenAI_Codex,OpenAI_Codex,CONFLICT,3,CHANGELOG.md|lib/Controller/MusicController.php|lib/Service/MusicService.php,content|content|add/add
same,OWASP-BLT/BLT,4238,4240,Copilot,Copilot,UNAVAIL_fetch,0,,
same,microsoft/vscode-mssql,19567,19577,Copilot,Copilot,CONFLICT,1,src/reactviews/pages/QueryResult/table/plugins/contextMenu.plugin.ts,content
same,econ-ark/HARK,1555,1556,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,wvlet/airframe,3930,3931,Copilot,Copilot,CLEAN,0,,
same,maplibre/maputnik,1258,1259,OpenAI_Codex,OpenAI_Codex,CONFLICT,2,CHANGELOG.md|src/components/LayerListItem.tsx,content|content
same,microsoft/BotFramework-WebChat,5483,5499,Copilot,Copilot,CONFLICT,1,CHANGELOG.md,content
same,obophenotype/cell-ontology,3184,3198,Copilot,Copilot,CLEAN,0,,
same,microsoft/vcpkg,45922,45923,Copilot,Copilot,CLEAN,0,,
same,joewandy/hlda,47,48,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,pytorch/pytorch,155615,155658,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,DistroAV/DistroAV,1314,1317,OpenAI_Codex,OpenAI_Codex,CONFLICT,1,src/ndi-source.cpp,content
same,benbalter/jekyll-relative-links,96,97,Copilot,Copilot,CLEAN,0,,
same,vercel/vercel,13444,13445,Devin,Devin,CLEAN,0,,
same,imgntn/j360,23,24,OpenAI_Codex,OpenAI_Codex,CONFLICT,4,src/j360.ts|test/j360-cli.test.js|tools/j360-cli.js|tools/j360-cli.ts,content|content|content|content
same,hetrixtools/agent,76,77,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,pardeike/Harmony,675,676,OpenAI_Codex,OpenAI_Codex,CONFLICT,1,.github/workflows/test.yml,content
same,Sumukh/Ignite,508,509,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,camunda/camunda,34153,34168,Copilot,Copilot,CLEAN,0,,
same,MikePopoloski/slang,1393,1394,Copilot,Copilot,CLEAN,0,,
same,JuliaLang/Pkg.jl,4299,4304,Claude_Code,Claude_Code,CLEAN,0,,
same,alexanderjeurissen/ranger_devicons,125,126,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,dotnet/sdk,49090,49166,Copilot,Copilot,CLEAN,0,,
same,appknox/pyaxmlparser,88,90,Devin,Devin,CONFLICT,4,pyaxmlparser/arscutil.py|pyaxmlparser/exceptions.py|pyaxmlparser/stringblock.py|tests/test_parser.py,content|add/add|content|content
same,OWASP/mastg,3372,3373,Copilot,Copilot,CLEAN,0,,
same,QL-Win/QuickLook,1712,1713,Copilot,Copilot,CLEAN,0,,
same,vercel/next.js,79523,80002,Devin,Devin,CLEAN,0,,
same,commaai/opendbc,2269,2290,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,MetaMask/metamask-extension,34098,34489,Cursor,Cursor,CONFLICT,23,.github/workflows/run-build.yml|app/scripts/background.js|app/scripts/metamask-controller.js|app/scripts/metamask-controller.test.js|package.json|test/e2e/page-objects/pages/account-list-page.ts|test/e2e/tests/multichain-accounts/multichain-wallet-details.spec.ts|test/e2e/tests/solana/common-solana.ts|test/e2e/tests/solana/transaction-activity-list.spec.ts|ui/ducks/bridge/actions.ts|ui/ducks/bridge/utils.ts|ui/hooks/bridge/__snapshots__/useBridgeQueryParams.test.ts.snap|ui/hooks/bridge/useBridgeQueryParams.test.ts|ui/hooks/bridge/useBridgeQueryParams.ts|ui/hooks/bridge/useBridging.ts|ui/hooks/bridge/useLatestBalance.ts|ui/index.js|ui/pages/asset/components/token-buttons.tsx|ui/pages/bridge/prepare/prepare-bridge-page.test.tsx|ui/pages/bridge/prepare/prepare-bridge-page.tsx|ui/pages/unlock-page/unlock-page.container.js|ui/store/actions.ts|yarn.lock,content|content|content|content|content|content|add/add|content|content|content|content|add/add|add/add|add/add|content|modify/delete|content|content|content|content|content|content|content
same,box/boxcli,564,565,Devin,Devin,CONFLICT,1,.github/workflows/integration-tests.yml,add/add
same,DataDog/dd-trace-java,8984,8985,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,gmathi/NovelLibrary,243,244,Cursor,Cursor,CONFLICT,2,app/build.gradle|gradle.properties,content|content
same,Voxelum/minecraft-launcher-core-node,321,322,Copilot,Copilot,CLEAN,0,,
same,Voxelum/x-minecraft-launcher,1020,1021,Copilot,Copilot,CLEAN,0,,
same,shader-slang/slang,7585,7588,Copilot,Copilot,CLEAN,0,,
same,microsoft/OpenAPI.NET,2375,2376,Copilot,Copilot,CLEAN,0,,
same,CJ-Systems/gitflow-cjs,92,93,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,worknenjoy/gitpay,1214,1215,OpenAI_Codex,OpenAI_Codex,UNAVAIL_nobase,0,,
same,box/box-ui-elements,3822,3824,Devin,Devin,CLEAN,0,,
same,microsoft/MSBuildLocator,332,333,Copilot,Copilot,CLEAN,0,,
same,getsentry/sentry-dart,3079,3080,Cursor,Cursor,CLEAN,0,,
same,NG-ZORRO/ng-zorro-antd,9277,9278,Copilot,Copilot,CLEAN,0,,
same,onnx/onnx,7055,7056,Copilot,Copilot,CLEAN,0,,
same,Azure/azure-storage-fuse,1780,1809,Copilot,Copilot,CONFLICT,1,CHANGELOG.md,content
same,robertmartin8/KindleClippings,10,11,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,NethermindEth/nethermind,8828,8829,Copilot,Copilot,CLEAN,0,,
same,vercel/hyper-site,314,317,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
same,Azure/autorest.csharp,5327,5329,Copilot,Copilot,CLEAN,0,,
same,electerm/electerm,3979,3980,Copilot,Copilot,CONFLICT,3,src/client/components/sftp/address-bookmark-item.jsx|src/client/components/sftp/address-bookmark.jsx|src/client/store/address-bookmark.js,content|content|content
same,microsoft/vscode-python,25103,25156,Copilot,Copilot,CONFLICT,10,build/azure-pipeline.stable.yml|package-lock.json|package.json|src/client/chat/configurePythonEnvTool.ts|src/client/chat/createVirtualEnvTool.ts|src/client/chat/getExecutableTool.ts|src/client/chat/getPythonEnvTool.ts|src/client/chat/installPackagesTool.ts|src/client/chat/selectEnvTool.ts|src/client/chat/utils.ts,content|content|content|content|add/add|content|content|content|add/add|content
same,nextcloud/desktop,8395,8406,OpenAI_Codex,OpenAI_Codex,CLEAN,0,,
